participant,direction-qualified cohort (0/1),xai,model family,parameter,parameter label,parameter value,testing trials,success,target confidence gain,boundary improvement,plausibility,actionability,edit L1
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,age actionable,Age actionable,0.0,20,0.5,0.43478435581424,0.005989852623048628,0.9564966014807276,1.0,0.20170641336723977
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,age actionable,Age actionable,1.0,20,0.5,0.43478435581424,0.005989852623048628,0.9564966014807276,1.0,0.20170641336723977
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.0,20,0.5,0.4603637526290984,0.037673518520749336,0.9450414280091561,0.65,0.4063079026910416
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.5,20,0.35,0.39145399063994957,0.05189261554551222,0.9591175663042991,0.65,0.2550350931104245
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,beta,Remembered-change reliance (β),1.0,20,0.5,0.43478435581424,0.005989852623048628,0.9564966014807276,1.0,0.20170641336723977
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,eta,Explanation reliance (η),0.0,20,0.4,0.38697212234857226,0.0030063913887467446,0.9552777161567612,1.0,0.21156803369477858
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,eta,Explanation reliance (η),0.5,20,0.45,0.4043588132902052,-0.0014510858109462149,0.9555032406860405,1.0,0.2061411692767813
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,eta,Explanation reliance (η),1.0,20,0.5,0.43478435581424,0.005989852623048628,0.9564966014807276,1.0,0.20170641336723977
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),0.0,20,0.45,0.4071803172849977,0.0019451222008904205,0.9531511023413779,1.0,0.2259101714586392
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),2.0,20,0.5,0.43478435581424,0.005989852623048628,0.9564966014807276,1.0,0.20170641336723977
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),6.0,20,0.55,0.5257564748757669,0.033171944041665055,0.9587219110153665,1.0,0.19776164400706625
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.0,20,0.5,0.43478435581424,0.005989852623048628,0.9564966014807276,1.0,0.20170641336723977
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.05,20,0.55,0.5396996050427009,-0.02723479577966445,0.9468428596063687,1.0,0.30420641336723975
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.1,20,0.5,0.5371160819259074,-0.041405109807113025,0.9393840462025833,1.0,0.4067064133672398
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.15,20,0.6,0.6169427662098714,-0.06945604855423704,0.9321786144419473,1.0,0.5084641659283722
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.2,20,0.65,0.6593859216208641,-0.09984500362467372,0.9265829571926242,1.0,0.6048123043695863
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.25,20,0.7,0.6758687705021551,-0.11621131354894136,0.9196929895862643,1.0,0.6920345966499648
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.3,20,0.7,0.7035638691356916,-0.1523630438879155,0.909482160714379,1.0,0.7693927059587786
R_156Kmlz4ECsrHQR,1,attribution,feature contribution,age actionable,Age actionable,0.0,20,0.4,0.4023689445057254,0.00039058468148527037,0.9520278997441773,1.0,0.24129893978480538
R_156Kmlz4ECsrHQR,1,attribution,feature contribution,age actionable,Age actionable,1.0,20,0.35,0.3695293580826137,0.008955928268949389,0.9507685236533844,0.75,0.24095741458231307
R_156Kmlz4ECsrHQR,1,attribution,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.35,0.33722559544759423,0.046244798194484016,0.9524805122355767,0.35,0.3965433783804671
R_156Kmlz4ECsrHQR,1,attribution,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.4,0.37231632630789735,0.03768013866110526,0.9544978206090923,0.45,0.29434946124108874
R_156Kmlz4ECsrHQR,1,attribution,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.35,0.3695293580826137,0.008955928268949389,0.9507685236533844,0.75,0.24095741458231307
R_156Kmlz4ECsrHQR,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,20,0.2,0.21399690452481335,0.017790109637227693,0.9487752129712816,0.1,0.27322075391375045
R_156Kmlz4ECsrHQR,1,attribution,feature contribution,eta,Explanation reliance (η),0.5,20,0.35,0.3695293580826137,0.008955928268949389,0.9507685236533844,0.75,0.24095741458231307
R_156Kmlz4ECsrHQR,1,attribution,feature contribution,eta,Explanation reliance (η),1.0,20,0.4,0.37486757089958744,0.025397689582870298,0.9582425387593452,1.0,0.1928284763060764
R_156Kmlz4ECsrHQR,1,attribution,feature contribution,rho,Additive change margin (ρ),0.0,20,0.35,0.3695293580826137,0.008955928268949389,0.9507685236533844,0.75,0.24095741458231307
R_156Kmlz4ECsrHQR,1,attribution,feature contribution,rho,Additive change margin (ρ),0.05,20,0.5,0.5187435748679476,-0.0034482016187671423,0.9369240350624523,0.75,0.348457414582313
R_156Kmlz4ECsrHQR,1,attribution,feature contribution,rho,Additive change margin (ρ),0.1,20,0.6,0.590883047629259,-0.03246978449067238,0.9247139361729662,0.75,0.4556751625917544
R_156Kmlz4ECsrHQR,1,attribution,feature contribution,rho,Additive change margin (ρ),0.15,20,0.6,0.569845820118042,-0.07281351621102403,0.9148792367015071,0.75,0.5572125757481621
R_156Kmlz4ECsrHQR,1,attribution,feature contribution,rho,Additive change margin (ρ),0.2,20,0.55,0.5365754651695797,-0.0854496018728267,0.9058608941837359,0.75,0.6503625433233801
R_156Kmlz4ECsrHQR,1,attribution,feature contribution,rho,Additive change margin (ρ),0.25,20,0.55,0.5327821808172128,-0.10980582640537329,0.895441577880767,0.75,0.7343934384581927
R_156Kmlz4ECsrHQR,1,attribution,feature contribution,rho,Additive change margin (ρ),0.3,20,0.55,0.5338371244223243,-0.11403512361185533,0.8847059600133538,0.75,0.8143934384581929
R_1CKtpMfx1ihpfn1,0,counterfactual,feature contribution,age actionable,Age actionable,0.0,20,0.4,0.3895920881123567,0.0347172587697688,0.9495832796789474,1.0,0.3514091144537998
R_1CKtpMfx1ihpfn1,0,counterfactual,feature contribution,age actionable,Age actionable,1.0,20,0.35,0.38316705346988567,0.052094461854589234,0.9478240676667079,0.45,0.35446035959262556
R_1CKtpMfx1ihpfn1,0,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.35,0.34745998481234197,0.05343601552999401,0.957184398425593,1.0,0.3844992350443764
R_1CKtpMfx1ihpfn1,0,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.35,0.3392923286488895,0.037146446084685966,0.9549835577743201,1.0,0.37854177351173524
R_1CKtpMfx1ihpfn1,0,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.4,0.3895920881123567,0.0347172587697688,0.9495832796789474,1.0,0.3514091144537998
R_1CKtpMfx1ihpfn1,0,counterfactual,feature contribution,eta,Explanation reliance (η),0.0,20,0.5,0.41022891101137826,-0.006424379043792695,0.9404719025788191,1.0,0.3422638822665952
R_1CKtpMfx1ihpfn1,0,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,20,0.4,0.3895920881123567,0.0347172587697688,0.9495832796789474,1.0,0.3514091144537998
R_1CKtpMfx1ihpfn1,0,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,20,0.3,0.28267303119661047,0.05497016322258898,0.9598749647823508,1.0,0.26339398814582554
R_1CKtpMfx1ihpfn1,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,20,0.4,0.3895920881123567,0.0347172587697688,0.9495832796789474,1.0,0.3514091144537998
R_1CKtpMfx1ihpfn1,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.05,20,0.7,0.6193516120424531,0.0028180809801868823,0.9387792243179301,1.0,0.5264091144537997
R_1CKtpMfx1ihpfn1,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.1,20,0.75,0.7238857830050902,-0.028917071889970704,0.9232729057585125,1.0,0.7014091144537998
R_1CKtpMfx1ihpfn1,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.15,20,0.8,0.7692566074128316,-0.07218186684986748,0.9084511992504962,1.0,0.874437371555085
R_1CKtpMfx1ihpfn1,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.2,20,0.8,0.7694176719165979,-0.12072167239446674,0.9004988965845804,1.0,1.038098782489706
R_1CKtpMfx1ihpfn1,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.25,20,0.8,0.7656229355118227,-0.15090024989476136,0.8908063327723268,1.0,1.1861576292820897
R_1CKtpMfx1ihpfn1,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.3,20,0.8,0.770557894726297,-0.16724442023640132,0.8756615478480645,1.0,1.3221617609005143
R_1Fh1UMJw1me9wFr,1,none,feature contribution,age actionable,Age actionable,0.0,20,0.6,0.5659133257768729,-0.049430079886246474,0.9373477607177734,1.0,0.6487655923911143
R_1Fh1UMJw1me9wFr,1,none,feature contribution,age actionable,Age actionable,1.0,20,0.8,0.7101184972663823,0.05048878691885559,0.9461225125740447,0.25,0.5841110387325938
R_1Fh1UMJw1me9wFr,1,none,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.6,0.5659133257768729,-0.049430079886246474,0.9373477607177734,1.0,0.6487655923911143
R_1Fh1UMJw1me9wFr,1,none,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.55,0.5253908180142053,-0.030895444072347934,0.9336227653924647,1.0,0.5986318513496133
R_1Fh1UMJw1me9wFr,1,none,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.6,0.5537966575560317,-0.0367846812590592,0.9269001514067099,1.0,0.5607328106792882
R_1Fh1UMJw1me9wFr,1,none,feature contribution,rho,Additive change margin (ρ),0.0,20,0.45,0.4153514988457099,0.019654583352260217,0.9513985365547928,1.0,0.4037655923911144
R_1Fh1UMJw1me9wFr,1,none,feature contribution,rho,Additive change margin (ρ),0.05,20,0.5,0.4868255325439351,-0.0008609514997279146,0.9449320318381556,1.0,0.5262655923911146
R_1Fh1UMJw1me9wFr,1,none,feature contribution,rho,Additive change margin (ρ),0.1,20,0.6,0.5659133257768729,-0.049430079886246474,0.9373477607177734,1.0,0.6487655923911143
R_1Fh1UMJw1me9wFr,1,none,feature contribution,rho,Additive change margin (ρ),0.15,20,0.6,0.5791361012726365,-0.0779292581567153,0.9296366555548661,1.0,0.7696396485949235
R_1Fh1UMJw1me9wFr,1,none,feature contribution,rho,Additive change margin (ρ),0.2,20,0.6,0.5610325276036587,-0.09156440063320438,0.9215463815207843,1.0,0.8849209438830814
R_1Fh1UMJw1me9wFr,1,none,feature contribution,rho,Additive change margin (ρ),0.25,20,0.55,0.5423664299982727,-0.09547551086860309,0.9158847759085333,1.0,0.992272464006342
R_1Fh1UMJw1me9wFr,1,none,feature contribution,rho,Additive change margin (ρ),0.3,20,0.55,0.5646356559870369,-0.10139295042663692,0.9093452847020677,1.0,1.09412202390002
R_1KMTwE2iCLDGMxz,0,none,weighted examples,age actionable,Age actionable,0.0,20,0.5,0.49709699525420126,0.042876688759488246,0.9465101002055374,1.0,0.3657750868777029
R_1KMTwE2iCLDGMxz,0,none,weighted examples,age actionable,Age actionable,1.0,20,0.5,0.46203688007087707,0.027035720926448764,0.9381767357765834,0.55,0.42885294046723016
R_1KMTwE2iCLDGMxz,0,none,weighted examples,lambda,Exemplar locality (λ),0.0,20,0.55,0.5280971453162208,0.04226014315178675,0.9466800014905024,1.0,0.3709170990998281
R_1KMTwE2iCLDGMxz,0,none,weighted examples,lambda,Exemplar locality (λ),2.0,20,0.5,0.49709699525420126,0.042876688759488246,0.9465101002055374,1.0,0.3657750868777029
R_1KMTwE2iCLDGMxz,0,none,weighted examples,lambda,Exemplar locality (λ),6.0,20,0.55,0.5237207164459469,0.0532613928909247,0.9459887904144233,1.0,0.3558013102441282
R_1KMTwE2iCLDGMxz,0,none,weighted examples,rho,Additive change margin (ρ),0.0,20,0.45,0.47790039365972037,0.05195906577583818,0.9499345198874554,1.0,0.31577508687770284
R_1KMTwE2iCLDGMxz,0,none,weighted examples,rho,Additive change margin (ρ),0.05,20,0.5,0.49709699525420126,0.042876688759488246,0.9465101002055374,1.0,0.3657750868777029
R_1KMTwE2iCLDGMxz,0,none,weighted examples,rho,Additive change margin (ρ),0.1,20,0.6,0.5600051672879897,0.038839297396457514,0.9411938709609007,1.0,0.4157750868777029
R_1KMTwE2iCLDGMxz,0,none,weighted examples,rho,Additive change margin (ρ),0.15,20,0.6,0.5888035950089934,0.022578941509605627,0.9374766409955226,1.0,0.46343839860334307
R_1KMTwE2iCLDGMxz,0,none,weighted examples,rho,Additive change margin (ρ),0.2,20,0.55,0.5671036013687614,0.009375410020973947,0.934070572635193,1.0,0.510938398603343
R_1KMTwE2iCLDGMxz,0,none,weighted examples,rho,Additive change margin (ρ),0.25,20,0.6,0.5668130356800158,-0.008837847619182285,0.9295066283883102,1.0,0.5584383986033431
R_1KMTwE2iCLDGMxz,0,none,weighted examples,rho,Additive change margin (ρ),0.3,20,0.6,0.5752153454622402,-0.029449044432061082,0.9250781708057252,1.0,0.605938398603343
R_1QfQiW4jahDRgtB,1,attribution,weighted examples,age actionable,Age actionable,0.0,20,0.5,0.48381513821615396,0.05753110939911168,0.9493420679501773,1.0,0.3221842397579197
R_1QfQiW4jahDRgtB,1,attribution,weighted examples,age actionable,Age actionable,1.0,20,0.45,0.40693664828950044,0.03736019686303413,0.9388978460144513,0.45,0.4021182461174896
R_1QfQiW4jahDRgtB,1,attribution,weighted examples,eta,Explanation reliance (η),0.0,20,0.55,0.5237207164459468,0.0532613928909247,0.9459887904144235,1.0,0.3558013102441282
R_1QfQiW4jahDRgtB,1,attribution,weighted examples,eta,Explanation reliance (η),0.5,20,0.5,0.4915277717449783,0.058380339786169244,0.9485828093782732,1.0,0.33778143490490126
R_1QfQiW4jahDRgtB,1,attribution,weighted examples,eta,Explanation reliance (η),1.0,20,0.5,0.48381513821615396,0.05753110939911168,0.9493420679501773,1.0,0.3221842397579197
R_1QfQiW4jahDRgtB,1,attribution,weighted examples,lambda,Exemplar locality (λ),0.0,20,0.55,0.5280971453162208,0.04226014315178674,0.9466800014905024,1.0,0.37091709909982806
R_1QfQiW4jahDRgtB,1,attribution,weighted examples,lambda,Exemplar locality (λ),2.0,20,0.45,0.4838276759647422,0.05357231709965311,0.9474653571422923,1.0,0.3534959669983473
R_1QfQiW4jahDRgtB,1,attribution,weighted examples,lambda,Exemplar locality (λ),6.0,20,0.5,0.48381513821615396,0.05753110939911168,0.9493420679501773,1.0,0.3221842397579197
R_1QfQiW4jahDRgtB,1,attribution,weighted examples,rho,Additive change margin (ρ),0.0,20,0.35,0.4003842774334398,0.05645449848040549,0.9530400687655609,1.0,0.2721842397579197
R_1QfQiW4jahDRgtB,1,attribution,weighted examples,rho,Additive change margin (ρ),0.05,20,0.5,0.48381513821615396,0.05753110939911168,0.9493420679501773,1.0,0.3221842397579197
R_1QfQiW4jahDRgtB,1,attribution,weighted examples,rho,Additive change margin (ρ),0.1,20,0.55,0.561041363238537,0.04461540977888172,0.9447771865276167,1.0,0.37218423975791975
R_1QfQiW4jahDRgtB,1,attribution,weighted examples,rho,Additive change margin (ρ),0.15,20,0.55,0.5745768168088607,0.03075735268038629,0.9383593390258695,1.0,0.41992471062387055
R_1QfQiW4jahDRgtB,1,attribution,weighted examples,rho,Additive change margin (ρ),0.2,20,0.6,0.5837084401971341,0.00973439854014045,0.9344375438651638,1.0,0.4674247106238706
R_1QfQiW4jahDRgtB,1,attribution,weighted examples,rho,Additive change margin (ρ),0.25,20,0.6,0.5773040900248386,-0.01627563785235398,0.9321407936548727,1.0,0.5149247106238706
R_1QfQiW4jahDRgtB,1,attribution,weighted examples,rho,Additive change margin (ρ),0.3,20,0.6,0.5730513701670021,-0.03126280707745112,0.9280820547571345,1.0,0.5591015747354274
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,0.0,20,0.45,0.5103638648600934,0.005719470555822085,0.9450075955122246,1.0,0.3341625650838259
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,age actionable,Age actionable,1.0,20,0.45,0.5103638648600934,0.005719470555822085,0.9450075955122246,1.0,0.3341625650838259
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.0,20,0.6,0.5257146709890769,0.05653001124028125,0.9416392018321874,1.0,0.4982053349183877
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),0.5,20,0.55,0.5507731153560841,0.05100135094822178,0.9482077954748842,1.0,0.37703188084641975
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,beta,Remembered-change reliance (β),1.0,20,0.45,0.5103638648600934,0.005719470555822085,0.9450075955122246,1.0,0.3341625650838259
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,eta,Explanation reliance (η),0.0,20,0.4,0.4269511322771618,0.01820628768089979,0.9421690926574839,1.0,0.3422363831157483
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,eta,Explanation reliance (η),0.5,20,0.45,0.4730946884208655,0.01203767567171915,0.9423383094894708,1.0,0.3377152633616901
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,eta,Explanation reliance (η),1.0,20,0.45,0.5103638648600934,0.005719470555822085,0.9450075955122246,1.0,0.3341625650838259
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,lambda,Exemplar locality (λ),0.0,20,0.35,0.38683070368077904,0.014081068799271661,0.9389789678008056,1.0,0.35483485049170543
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,lambda,Exemplar locality (λ),2.0,20,0.45,0.5103638648600934,0.005719470555822085,0.9450075955122246,1.0,0.3341625650838259
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,lambda,Exemplar locality (λ),6.0,20,0.55,0.6007203663444447,0.00727661353406657,0.9483886849777194,1.0,0.3354042798939698
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,rho,Additive change margin (ρ),0.0,20,0.4,0.36534339345664707,0.03391540413407028,0.9605909736149,1.0,0.17416256508382594
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,rho,Additive change margin (ρ),0.05,20,0.55,0.4891806641126606,0.02409475036753806,0.9507904126595875,1.0,0.254162565083826
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,rho,Additive change margin (ρ),0.1,20,0.45,0.5103638648600934,0.005719470555822085,0.9450075955122246,1.0,0.3341625650838259
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,rho,Additive change margin (ρ),0.15,20,0.55,0.6066639901956934,-0.006851734078996854,0.934822138570204,1.0,0.41342031764495835
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,rho,Additive change margin (ρ),0.2,20,0.65,0.6437575435583244,-0.031970826640534744,0.9281557209503781,1.0,0.4877772366081106
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,rho,Additive change margin (ρ),0.25,20,0.65,0.6515601729504491,-0.058463557551367965,0.9222944849167485,1.0,0.5558999902531391
R_1ReJOex9cmkqbNa,1,counterfactual,weighted examples,rho,Additive change margin (ρ),0.3,20,0.65,0.6588293647535574,-0.06981046783876388,0.914965186426298,1.0,0.615758099561953
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,age actionable,Age actionable,0.0,20,0.65,0.6111189490837368,0.007140183658629906,0.9380962935191726,1.0,0.6177800732421792
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,age actionable,Age actionable,1.0,20,0.5,0.5465490668837051,0.0439820794418907,0.9412911355039142,0.35,0.6863116125679867
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.65,0.6111189490837368,0.007140183658629906,0.9380962935191726,1.0,0.6177800732421792
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.6,0.6030736436607094,-0.006429507470963239,0.9384842403500947,1.0,0.5777058602800841
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.6,0.5771158153661501,-0.07372733544535064,0.9201163975647185,1.0,0.5414391344096456
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,20,0.7,0.6717969708733238,-0.03450752703294131,0.9296678624257444,1.0,0.6981097229249544
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),0.5,20,0.65,0.6111189490837368,0.007140183658629906,0.9380962935191726,1.0,0.6177800732421792
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,eta,Explanation reliance (η),1.0,20,0.6,0.5822655977670369,0.01762891740737329,0.9411273673092058,1.0,0.566723024035845
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,rho,Additive change margin (ρ),0.0,20,0.35,0.3611133765185506,0.04425110632921116,0.9553677466904309,1.0,0.3203176210507826
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,rho,Additive change margin (ρ),0.05,20,0.45,0.4364300367785031,0.041727015478954146,0.9501902841315701,1.0,0.4203176210507825
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,rho,Additive change margin (ρ),0.1,20,0.6,0.52274171337121,0.032343679803266266,0.9435885759359584,1.0,0.520280073242179
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,rho,Additive change margin (ρ),0.15,20,0.65,0.6111189490837368,0.007140183658629906,0.9380962935191726,1.0,0.6177800732421792
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,rho,Additive change margin (ρ),0.2,20,0.7,0.6355456077251721,-0.024170685774520907,0.9345756677251712,1.0,0.7149853146988313
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,rho,Additive change margin (ρ),0.25,20,0.65,0.6346623390898135,-0.05203388635031869,0.9297499727189653,1.0,0.8057768812804037
R_1TZbMIIo6RtFnsb,1,attribution,feature contribution,rho,Additive change margin (ρ),0.3,20,0.65,0.6231439658955349,-0.07216760824426513,0.9266231225427146,1.0,0.8925306719899906
R_1WAqgPTkRSdmI9W,1,counterfactual,feature contribution,age actionable,Age actionable,0.0,20,0.6,0.5628088987266155,-0.15154260388545504,0.9006202467408878,1.0,0.7807314750714199
R_1WAqgPTkRSdmI9W,1,counterfactual,feature contribution,age actionable,Age actionable,1.0,20,0.8,0.7563206270658842,-0.061951116301254536,0.9181382956328354,0.2,0.7746562620132601
R_1WAqgPTkRSdmI9W,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.7,0.6848588306576778,-0.005829983650942251,0.932360939836931,0.25,0.8295825026051304
R_1WAqgPTkRSdmI9W,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.8,0.7542596440701512,-0.012449084541628241,0.9201144277610958,0.2,0.793101838558982
R_1WAqgPTkRSdmI9W,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.8,0.7563206270658842,-0.061951116301254536,0.9181382956328354,0.2,0.7746562620132601
R_1WAqgPTkRSdmI9W,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.0,20,0.8,0.7563206270658842,-0.061951116301254536,0.9181382956328354,0.2,0.7746562620132601
R_1WAqgPTkRSdmI9W,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,20,0.6,0.5638747062450514,-0.09124895683370277,0.9003598679079726,0.85,0.8176743991613113
R_1WAqgPTkRSdmI9W,1,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,20,0.75,0.7291904632210583,-0.06209668856327625,0.9234098771991619,1.0,0.7090068548706422
R_1WAqgPTkRSdmI9W,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,20,0.25,0.25488166941817364,0.018915293896491263,0.9487610324272804,0.2,0.2868134269604
R_1WAqgPTkRSdmI9W,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.05,20,0.5,0.45521558420547426,0.010545431038457887,0.9342210406210306,0.2,0.4118134269604001
R_1WAqgPTkRSdmI9W,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.1,20,0.7,0.6392264985678799,0.000262563864400632,0.9226871825242353,0.2,0.5368134269604001
R_1WAqgPTkRSdmI9W,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.15,20,0.75,0.7278433284313672,-0.03208823237262601,0.9167896363164834,0.2,0.6616285049304838
R_1WAqgPTkRSdmI9W,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.2,20,0.8,0.7563206270658842,-0.061951116301254536,0.9181382956328354,0.2,0.7746562620132601
R_1WAqgPTkRSdmI9W,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.25,20,0.8,0.7597886841084694,-0.0690629921146364,0.9116544501683637,0.2,0.8799892261413722
R_1WAqgPTkRSdmI9W,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.3,20,0.8,0.7497824954584675,-0.07526970227477334,0.9059967418761735,0.2,0.9792546426148345
R_1bN1m4OYZIanJ5K,1,none,feature contribution,age actionable,Age actionable,0.0,20,0.45,0.41169626374228485,-0.0026719876882890996,0.9421268947100876,1.0,0.44270040290722223
R_1bN1m4OYZIanJ5K,1,none,feature contribution,age actionable,Age actionable,1.0,20,0.25,0.2670001794912792,0.02492812329527234,0.9503436393301611,0.3,0.3144092448646784
R_1bN1m4OYZIanJ5K,1,none,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.45,0.41169626374228485,-0.0026719876882890996,0.9421268947100876,1.0,0.44270040290722223
R_1bN1m4OYZIanJ5K,1,none,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.45,0.4067716630117584,-0.014725314551456207,0.9482751935481989,1.0,0.3057054679268633
R_1bN1m4OYZIanJ5K,1,none,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.35,0.37416565524212997,-0.026293460604503643,0.9454775609493321,1.0,0.2701653973519698
R_1bN1m4OYZIanJ5K,1,none,feature contribution,rho,Additive change margin (ρ),0.0,20,0.45,0.41169626374228485,-0.0026719876882890996,0.9421268947100876,1.0,0.44270040290722223
R_1bN1m4OYZIanJ5K,1,none,feature contribution,rho,Additive change margin (ρ),0.05,20,0.45,0.48081282402413655,-0.016436837910601524,0.9357993410831298,1.0,0.5064287860916495
R_1bN1m4OYZIanJ5K,1,none,feature contribution,rho,Additive change margin (ρ),0.1,20,0.6,0.5774242041889828,-0.03377492073140482,0.9293701133273506,1.0,0.5689287860916494
R_1bN1m4OYZIanJ5K,1,none,feature contribution,rho,Additive change margin (ρ),0.15,20,0.65,0.6202612464536168,-0.05513939039656559,0.9231086100978834,1.0,0.6294623053463734
R_1bN1m4OYZIanJ5K,1,none,feature contribution,rho,Additive change margin (ρ),0.2,20,0.65,0.6172047906088753,-0.06742398649870504,0.9182688519480638,1.0,0.6872214550367202
R_1bN1m4OYZIanJ5K,1,none,feature contribution,rho,Additive change margin (ρ),0.25,20,0.6,0.5987120329954688,-0.0730315597755279,0.9141842954944499,1.0,0.7405944742646856
R_1bN1m4OYZIanJ5K,1,none,feature contribution,rho,Additive change margin (ρ),0.3,20,0.6,0.604732774711959,-0.08274293639380557,0.9096613110668275,1.0,0.7904586411355758
R_1hF6UnZQsvvwBCX,1,counterfactual,weighted examples,age actionable,Age actionable,0.0,20,0.7,0.6714574135875199,0.0571055814759079,0.9453179620307053,1.0,0.43703024180174543
