participant,direction-qualified cohort (0/1),xai,model family,parameter,parameter label,parameter value,case,instance id,success,target confidence gain,boundary improvement,plausibility,actionability,edit L1
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.2,3,160211,0.0,0.024615453316157547,0.03156833449012908,0.9419340623957596,1.0,0.5503071892870008
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.2,4,160201,0.0,0.4211130518359642,0.27182676919161775,0.9526135086440424,1.0,0.8369402721435036
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.2,5,160214,1.0,0.995960243640809,-0.39112563903939,0.9385472758980783,1.0,0.7562527500529087
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.2,6,160212,1.0,0.9854776316318115,-0.39112612432697136,0.8539474486838255,1.0,0.8024456912323381
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.2,7,160202,1.0,0.9773913087312096,-0.28740609978336007,0.9153121017182897,1.0,0.5524298451198604
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.2,8,160203,1.0,0.976032128693429,-0.03603599212688019,0.9512690902996809,1.0,0.31215510533767166
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.2,9,160213,1.0,0.9920087675628284,0.03470952697614907,0.9207492895379443,1.0,0.5429123071463224
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.2,10,160204,1.0,0.968511304746521,-0.27139113404936116,0.9222137499294913,1.0,0.8043655830954074
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.2,11,160206,0.0,-1.2614975730684819e-10,-0.16727247169250703,0.9391304347826087,1.0,0.30434782608695654
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.2,12,160205,0.0,-1.8804775177461153e-05,-0.21982387706247258,0.938706088576353,1.0,0.337228805353042
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.2,13,160217,1.0,0.609239082114694,0.003780617927278296,0.9519435618709685,1.0,0.6768781195545297
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.2,14,160209,0.0,0.0009109147642855087,0.06982732857105478,0.9304347826086956,1.0,0.34782608695652173
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.2,15,160218,1.0,0.9760883613004991,-0.4289865371767709,0.9139849820365448,1.0,0.9313177627475918
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.2,16,160207,0.0,0.03145396548388035,0.14853596017784326,0.9285412121199104,1.0,0.3572939394004484
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.2,17,160219,1.0,0.9486347615858213,-0.2018025299753965,0.9201082751062343,1.0,0.9461436682722966
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.2,18,160215,1.0,0.9211931047715121,-0.07038105844296966,0.9317122104052369,1.0,0.6963354681238277
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.2,19,160216,1.0,0.9423001435895672,-0.16789993133230346,0.9064067893052319,1.0,0.9507742731431398
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.2,20,160208,0.0,0.4339163768478266,0.08649667610584856,0.9314101638847536,1.0,0.3429491805762317
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.25,1,160200,1.0,0.9881898082923596,-0.08727918022410898,0.975954251432536,1.0,0.669818691637043
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.25,2,160210,1.0,0.9953853962869159,0.007976115835270595,0.8640552612165777,1.0,0.5275235221250845
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.25,3,160211,1.0,0.51155620411204,0.07318006327084825,0.9515870141871615,1.0,0.6503071892870008
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.25,4,160201,0.0,0.07568716704157687,0.23724336945908936,0.9462195911388569,1.0,0.9869402721435037
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.25,5,160214,1.0,0.9959602436408002,-0.3753608600400543,0.9285472758980783,1.0,0.8062527500529088
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.25,6,160212,1.0,0.9854776316318115,-0.40965356007517334,0.8492901412151244,1.0,0.925732228575844
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.25,7,160202,1.0,0.9773913272284805,-0.38663273104983326,0.9031967484959919,1.0,0.6524298451198604
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.25,8,160203,1.0,0.9811058899858681,-0.07910666501053315,0.9412690902996809,1.0,0.3621551053376717
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.25,9,160213,1.0,0.9923849044395354,-0.0041545509926993185,0.9273678335756474,1.0,0.6429123071463223
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.25,10,160204,1.0,0.9685113067906292,-0.2810755092150501,0.9143800428180785,1.0,0.9435341186524714
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.25,11,160206,0.0,-1.2614975730684819e-10,-0.16727247169250703,0.9391304347826087,1.0,0.30434782608695654
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.25,12,160205,0.0,-1.8805828909007616e-05,-0.100599788383191,0.928706088576353,1.0,0.38722880535304205
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.25,13,160217,1.0,0.752272711949324,-0.021146697337115772,0.9319435618709685,1.0,0.7768781195545296
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.25,14,160209,0.0,0.0009109147642855087,0.06982732857105478,0.9304347826086956,1.0,0.34782608695652173
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.25,15,160218,1.0,0.9760883876942664,-0.511708542118635,0.8875868274951448,1.0,1.063308535454591
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.25,16,160207,0.0,0.11852727780634265,0.163365989115936,0.9185412121199104,1.0,0.40729393940044833
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.25,17,160219,1.0,0.9486349266916606,-0.22674849072528336,0.9091271923856481,1.0,1.0961436682722965
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.25,18,160215,1.0,0.9220051916977675,-0.10240729893489037,0.9287054884182391,1.0,0.7963354681238278
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.25,19,160216,1.0,0.9423407244502833,-0.20474618936219716,0.8964067893052319,1.0,1.1007742731431396
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.25,20,160208,0.0,0.3849642014942156,0.0820733979302458,0.9214101638847537,1.0,0.3929491805762316
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.3,1,160200,1.0,0.9882138176774578,-0.18768341458467513,0.9591908902803394,1.0,0.769818691637043
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.3,2,160210,1.0,0.9884798910462164,0.015431852899386325,0.8540552612165777,1.0,0.5775235221250845
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.3,3,160211,1.0,0.9770254596164057,0.003427896287102883,0.9336343771583486,1.0,0.7503071892870008
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.3,4,160201,0.0,0.022190006692084423,0.20937607984998202,0.9162195911388569,1.0,1.1369402721435038
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.3,5,160214,1.0,0.99596024364072,-0.34789958754945044,0.9185472758980783,1.0,0.8562527500529086
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.3,6,160212,1.0,0.9854776316318115,-0.45204934351788006,0.83346258817943,1.0,1.0208335131375352
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.3,7,160202,1.0,0.9773913273108227,-0.45474828137527445,0.8861719859833579,1.0,0.7524298451198603
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.3,8,160203,1.0,0.9838954728324976,-0.10920437417646559,0.9312690902996809,1.0,0.41215510533767163
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.3,9,160213,1.0,0.9923961591853746,-0.0677276183886256,0.9426824516366974,1.0,0.719485397451572
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.3,10,160204,1.0,0.9685113070063376,-0.30468637396675424,0.8956572457955988,1.0,1.0435341186524714
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.3,11,160206,0.0,-1.2614975730684819e-10,-0.16727247169250703,0.9391304347826087,1.0,0.30434782608695654
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.3,12,160205,0.0,-1.8806122988435092e-05,-0.11581520791889388,0.9191953279078309,1.0,0.4347826086956522
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.3,13,160217,1.0,0.8076495364146717,-0.048726170615186415,0.9119435618709685,1.0,0.8768781195545294
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.3,14,160209,0.0,0.0009109147642855087,0.06982732857105478,0.9304347826086956,1.0,0.34782608695652173
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.3,15,160218,1.0,0.9760883814616497,-0.7189940812828247,0.8705194425757002,1.0,1.1486454600518141
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.3,16,160207,0.0,0.23675644374808313,0.1787795214062944,0.9130434782608695,1.0,0.4347826086956522
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.3,17,160219,1.0,0.9486343702013559,-0.26840333499178265,0.900812267755366,1.0,1.2461436682722966
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.3,18,160215,1.0,0.9222550673549024,-0.12865314588622317,0.9287054884182391,1.0,0.8963354681238278
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.3,19,160216,1.0,0.9422762017819561,-0.2320630207568016,0.8906614678613841,1.0,1.2240492590980179
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,rho,Additive change margin (ρ),0.3,20,160208,0.0,0.35718395659633695,0.07982286993121424,0.9143062046589517,1.0,0.4347826086956522
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),0.0,1,160200,0.0,0.35950256091491123,0.0761387510647223,0.9302590642545632,1.0,0.1662739518925167
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),0.0,2,160210,0.0,-0.001451660445040288,0.0019797430950168754,0.9253862605682057,1.0,0.16627395189251667
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),0.0,3,160211,1.0,0.7850296701735962,0.03982495170422437,0.9659034197265968,1.0,0.1662739518925167
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),0.0,4,160201,0.0,0.00019718367435588434,0.07352667902206528,0.9503474136912764,1.0,0.21627395189251664
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),0.0,5,160214,1.0,0.975734457389652,-0.00913685646792644,0.9567452096214967,1.0,0.2162739518925166
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),0.0,6,160212,1.0,0.75611790749371,0.027661425610255315,0.9567452096214967,1.0,0.2162739518925166
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),0.0,7,160202,1.0,0.6731833824845715,0.04700797938575683,0.9667452096214967,1.0,0.1662739518925167
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),0.0,8,160203,1.0,0.5513912918018439,0.05614409423101366,0.9790965255342062,1.0,0.10451737232896896
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),0.0,9,160213,0.0,-0.007113364801334909,-0.00966664182094211,0.9667452096214967,1.0,0.16627395189251665
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),0.0,10,160204,1.0,0.9660934908333904,-0.0794604328597707,0.9567452096214967,1.0,0.21627395189251664
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),0.0,11,160206,0.0,-1.2609890909232035e-10,-0.027191703721645255,0.9597101449275363,1.0,0.20144927536231882
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),0.0,12,160205,0.0,-1.877005729644665e-05,-0.09028678645524263,0.9658619945744975,1.0,0.20144927536231882
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),0.0,13,160217,0.0,-0.1448110248789064,-0.10523699466754038,0.9575063595357727,1.0,0.2901328943564182
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),0.0,14,160209,0.0,8.35538494370347e-05,0.05718829715629542,0.9597101449275363,1.0,0.20144927536231882
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),0.0,15,160218,1.0,0.9724885813289705,-0.029982809593291762,0.9249550087543152,1.0,0.37656944142891147
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),0.0,16,160207,0.0,0.0006764391161171446,0.09660181054374026,0.9597101449275363,1.0,0.20144927536231882
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),0.0,17,160219,1.0,0.9401994475556188,-0.1115963797865791,0.936446528149094,1.0,0.3765694414289114
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),0.0,18,160215,0.0,0.10957927101444154,0.03189314567351687,0.960006732507184,1.0,0.29013289435641815
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),0.0,19,160216,1.0,0.9288194127042412,-0.07644996217809596,0.9246861117142177,1.0,0.37656944142891147
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),0.0,20,160208,0.0,0.2779045156737746,0.0699441340822356,0.9597101449275363,1.0,0.20144927536231882
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),2.0,1,160200,0.0,0.3769939841105967,0.07938261139406157,0.9308606348990832,1.0,0.16981869163704294
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),2.0,2,160210,0.0,0.11391424707073207,0.04713003007482115,0.9054647249408027,1.0,0.14236847090243665
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),2.0,3,160211,1.0,0.7237262579720496,0.05170790139531453,0.9627100672054936,1.0,0.15030718928700082
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),2.0,4,160201,0.0,0.0003025708279358352,0.060281792098792614,0.9464378299594461,1.0,0.23694027214350366
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),2.0,5,160214,1.0,0.9952773983744677,-0.03114981574695138,0.960424279279655,1.0,0.19787860360172474
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),2.0,6,160212,1.0,0.9850874443790919,-0.02500370719384625,0.9705053838352219,1.0,0.20244569123233813
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),2.0,7,160202,1.0,0.49522847050337276,0.05611294361635289,0.969514030976028,1.0,0.15242984511986035
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),2.0,8,160203,1.0,0.638570726313634,0.05011318846994037,0.9775689789324656,1.0,0.1121551053376717
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),2.0,9,160213,0.0,-0.0068747271506710145,0.02572943950690551,0.9714175385707355,1.0,0.14291230714632236
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),2.0,10,160204,1.0,0.9642890050861097,-0.06755206406277067,0.9591268833809186,1.0,0.20436558309540737
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),2.0,11,160206,0.0,-1.2552558992240392e-10,0.0009685149474314425,0.973203169094627,1.0,0.13398415452686496
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),2.0,12,160205,0.0,-1.8590838304133328e-05,-0.08830486370208479,0.9787060885763529,1.0,0.13722880535304205
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),2.0,13,160217,0.0,-0.14370892009286929,-0.07166865023674113,0.9616272072780312,1.0,0.27687811955452957
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),2.0,14,160209,0.0,5.104270923106391e-05,0.0489544493456181,0.9700797727712972,1.0,0.149601136143514
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),2.0,15,160218,1.0,0.9725787061953262,-0.029034430547477855,0.9337364474504817,1.0,0.33131776274759184
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),2.0,16,160207,0.0,0.00017722596698488413,0.08428954412743214,0.9685412121199103,1.0,0.15729393940044833
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),2.0,17,160219,1.0,0.9365682630377632,-0.09100192850136868,0.9338187497481465,1.0,0.34614366827229653
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),2.0,18,160215,1.0,0.5883443734031093,0.040579421968179104,0.9549337213397294,1.0,0.2963354681238278
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),2.0,19,160216,1.0,0.9284008553162807,-0.07136770141157084,0.9298451453713721,1.0,0.3507742731431397
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),2.0,20,160208,0.0,0.12677878322548486,0.04963037691893474,0.9714101638847537,1.0,0.14294918057623163
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),6.0,1,160200,0.0,0.4205177577440381,0.08609101562990933,0.9310077668162622,1.0,0.1795061813337172
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),6.0,2,160210,1.0,0.9960479897158799,0.0021983607460473037,0.928409954776539,1.0,0.15549846294292502
R_12myev0XH9WOz3H,0,counterfactual,weighted examples,lambda,Exemplar locality (λ),6.0,3,160211,0.0,0.4800273428798778,0.07449480060702726,0.9596193244984323,1.0,0.13485347575169482
