participant,direction-qualified cohort (0/1),xai,model family held fixed,fold,trial index,selected inverse temperature gamma,current selection NLL,current observed subset probability,current observed subset rank,current top-1 hit,current top-3 hit,current observed subset impossible,current maximum subset probability,current normalized entropy,current effective subset count,current possible subset count,temperature-scaled selection NLL,temperature-scaled observed subset probability,temperature-scaled observed subset rank,temperature-scaled top-1 hit,temperature-scaled top-3 hit,temperature-scaled observed subset impossible,temperature-scaled maximum subset probability,temperature-scaled normalized entropy,temperature-scaled effective subset count,temperature-scaled possible subset count
R_6DD4Hjc7DAhjrhU,1,attribution,feature contribution,0,5,1.5,-0.0,1.0,1,1,1,0,1.0,0.0,1.0,1,-0.0,1.0,1,1,1,0,1.0,0.0,1.0,1
R_6DD4Hjc7DAhjrhU,1,attribution,feature contribution,0,10,1.5,3.367213554534436,0.034485595821957093,4,0,0,0,0.5482225782647859,0.7931539925292714,3.0027991610969105,4,4.544888699723063,0.010621354810199176,4,0,0,0,0.6732226091784026,0.6476133545487603,2.4541555770176067,4
R_6DD4Hjc7DAhjrhU,1,attribution,feature contribution,0,15,1.5,0.5511390565854623,0.576293006039161,1,1,1,0,0.576293006039161,0.735756480174426,2.7731256003045024,4,0.36981906631311623,0.6908593190534206,1,1,1,0,0.6908593190534206,0.5664341882435031,2.19294309605441,4
R_6DD4Hjc7DAhjrhU,1,attribution,feature contribution,1,1,1.0,0.5086916112855372,0.601281774663402,1,1,1,0,0.601281774663402,0.688448198860752,3.4333401066690117,6,0.5086916112855372,0.601281774663402,1,1,1,0,0.601281774663402,0.688448198860752,3.4333401066690117,6
R_6DD4Hjc7DAhjrhU,1,attribution,feature contribution,1,6,1.0,0.39361060947325976,0.6746166944527104,1,1,1,0,0.6746166944527104,0.6818365635881556,2.573395371844293,4,0.39361060947325976,0.6746166944527104,1,1,1,0,0.6746166944527104,0.6818365635881556,2.573395371844293,4
R_6DD4Hjc7DAhjrhU,1,attribution,feature contribution,1,11,1.0,0.461402531454152,0.6303988709447237,1,1,1,0,0.6303988709447237,0.7039382613174703,2.653463166903096,4,0.461402531454152,0.6303988709447237,1,1,1,0,0.6303988709447237,0.7039382613174703,2.653463166903096,4
R_6DD4Hjc7DAhjrhU,1,attribution,feature contribution,1,16,1.0,0.43237261209847333,0.6489675184793973,1,1,1,0,0.6489675184793973,0.691515476923811,2.6081574294268566,4,0.43237261209847333,0.6489675184793973,1,1,1,0,0.6489675184793973,0.691515476923811,2.6081574294268566,4
R_6DD4Hjc7DAhjrhU,1,attribution,feature contribution,2,2,1.0,0.5248885155976772,0.5916213172393423,1,1,1,0,0.5916213172393423,0.6949090064795018,3.473316122850908,6,0.5248885155976772,0.5916213172393423,1,1,1,0,0.5916213172393423,0.6949090064795018,3.473316122850908,6
R_6DD4Hjc7DAhjrhU,1,attribution,feature contribution,2,7,1.0,0.4709102545696148,0.624433615960428,1,1,1,0,0.624433615960428,0.7081826275675267,2.6691220102987177,4,0.4709102545696148,0.624433615960428,1,1,1,0,0.624433615960428,0.7081826275675267,2.6691220102987177,4
R_6DD4Hjc7DAhjrhU,1,attribution,feature contribution,2,12,1.0,0.5690366895604241,0.5660704777372314,1,1,1,0,0.5660704777372314,0.7411233298494675,2.793834690141018,4,0.5690366895604241,0.5660704777372314,1,1,1,0,0.5660704777372314,0.7411233298494675,2.793834690141018,4
